pitchid,date,time,pa_number,pa_pitch_number,pitcher,pitcherid,throws,field_team,batter,batterid,batside,bat_team,pitcher_set,inning,inning_half,outs,balls,strikes,pitch_type_tagged,pitch_type_auto,pitch_call,k_or_bb,hit_type,play_result,outs_on_play,runs_scored,notes,rel_speed,vert_rel_angle,horz_rel_angle,spin_rate,spin_axis,tilt,rel_height,rel_side,extension,vert_break,induced_vert_break,horz_break,plate_loc_z,plate_loc_x,zone_speed,vert_appr_angle,horz_appr_angle,zone_time,exit_speed,angle,direction,hit_spin_rate,pos_at_100_x,pos_at_100_y,pos_at_100_z,distance,last_tracked_distance,bearing,hang_time,pfx_x,pfx_z,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,home_team,away_team,stadium,levelid,leagueid,trackman_gameid,pitch_uid,effective_velo,max_height,measured_duration,speed_drop,pitch_last_measured_x,pitch_last_measured_y,pitch_last_measured_z,contact_position_x,contact_position_y,contact_position_z
33,2020-09-06,13:33:44,1,3,"deGrom, Jacob",594798,Right,"New York Mets","Segura, Jean",516416,Right,"Philadelphia Phillies",,2,Top,0,0,2,Undefined,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,98.6139,-1.64422,-2.11715,2491.27,206.029,NULL,5.48441,1.25158,6.67914,-10.7388,17.1747,5.02628,3.08529,-0.266862,90.746,-3.66849,-1.16744,0.380259,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.29058,9.83176,-1.11296,50.0072,5.36982,5.14212,-143.594,-4.4795,-6.92907,30.7201,-11.4812,121,143,CITI,MLB,NL,20200906-CITI-1,91133d89-d41d-4c89-a85e-22464b2c217d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,2020-09-06,13:34:16,2,1,"deGrom, Jacob",594798,Right,"New York Mets","Bohm, Alec",664761,Right,"Philadelphia Phillies",,2,Top,1,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,97.3395,-1.05488,-2.87308,2410.49,208.105,NULL,5.51765,1.18828,6.76207,-12.8777,15.9483,7.32933,3.48118,-0.826777,89.0331,-3.49039,-1.48492,0.386424,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.80161,9.03803,-1.00412,50,5.44271,6.87022,-141.637,-3.02905,-9.77438,31.74,-13.7715,121,143,CITI,MLB,NL,20200906-CITI-1,214a1994-7e75-4d91-afe0-019d8eba1c4e,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,2020-09-06,13:34:33,2,2,"deGrom, Jacob",594798,Right,"New York Mets","Bohm, Alec",664761,Right,"Philadelphia Phillies",,2,Top,1,1,0,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,97.6727,-2.15004,-1.44736,1342.14,145.076,NULL,5.45066,1.2799,7.01296,-12.8494,15.7435,6.69203,2.42511,0.521827,89.5005,-4.57719,-0.178705,0.384859,88.2937,71.3125,45.9511,6523.13,NULL,NULL,NULL,132.58,NULL,70.719,6.24054,-4.06059,9.21869,-1.19496,50.0036,5.31393,3.3743,-142.184,-5.75841,-8.33473,31.852,-13.2544,121,143,CITI,MLB,NL,20200906-CITI-1,5df81267-1a56-4c54-a8d0-fc009cfa52b0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,2020-09-06,13:35:06,2,3,"deGrom, Jacob",594798,Right,"New York Mets","Bohm, Alec",664761,Right,"Philadelphia Phillies",,2,Top,1,1,1,Undefined,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,98.457,-1.45347,-2.74546,2388.47,214.707,NULL,5.40184,1.25692,6.96022,-11.7728,16.1918,7.25093,3.09834,-0.638484,90.7822,-3.66949,-1.37773,0.380606,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.64774,9.22838,-1.0906,50.001,5.30647,6.6335,-143.333,-4.02992,-9.77333,29.8354,-12.7657,121,143,CITI,MLB,NL,20200906-CITI-1,e0b6d6de-70fe-4619-88b7-27d5d4beaa4a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,2020-09-06,13:35:26,2,4,"deGrom, Jacob",594798,Right,"New York Mets","Bohm, Alec",664761,Right,"Philadelphia Phillies",,2,Top,1,1,2,Undefined,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,99.1953,-1.93376,-2.64593,2387.62,206.77,NULL,5.40484,1.17262,6.86643,-12.0024,15.4758,4.49286,2.64173,-0.86612,91.7943,-4.18637,-1.79993,0.377282,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.0877,8.93842,-1.00707,50.0057,5.27661,6.52364,-144.413,-5.28138,-6.61295,29.2683,-13.0378,121,143,CITI,MLB,NL,20200906-CITI-1,eafb8f96-954d-443b-a69e-40906cfb44dc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,2020-09-06,13:36:04,3,1,"deGrom, Jacob",594798,Right,"New York Mets","Knapp, Andrew",595284,Left,"Philadelphia Phillies",,2,Top,2,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,97.4771,-2.25653,-0.830217,2351.98,208.156,NULL,5.4274,1.3831,6.71181,-12.7106,15.7437,5.96795,2.30449,1.12146,90.1539,-4.64609,0.296056,0.383924,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.46586,9.1603,-1.33107,50.0033,5.27224,1.86195,-142.005,-6.01323,-7.16518,28.7844,-13.235,121,143,CITI,MLB,NL,20200906-CITI-1,ffdf218c-e2ad-4017-8056-4f3ed56fa90a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,2020-09-06,13:36:19,3,2,"deGrom, Jacob",594798,Right,"New York Mets","Knapp, Andrew",595284,Left,"Philadelphia Phillies",,2,Top,2,1,0,Undefined,Fastball,InPlay,Undefined,Undefined,HomeRun,0,0,statcast,98.1033,-2.54681,-2.12598,2353.24,211.15,NULL,5.40193,1.38915,6.8217,-13.0629,15.1598,7.7779,1.98885,0.0971599,90.4207,-5.00315,-0.656511,0.382358,101.99,32.9414,-10.6363,NULL,NULL,NULL,NULL,393.651,NULL,-24.4976,5.69083,-4.79597,8.95433,-1.25631,50.0018,5.23218,5.04413,-142.772,-6.78401,-9.98711,30.183,-13.5265,121,143,CITI,MLB,NL,20200906-CITI-1,808e8e41-70f6-4b9e-8669-ceb0d7ea694c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40,2020-09-06,13:37:13,4,1,"deGrom, Jacob",594798,Right,"New York Mets","Walker, Neil",435522,Left,"Philadelphia Phillies",,2,Top,2,0,0,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,92.504,-1.54594,-2.48602,2548.24,165.705,NULL,5.49484,1.17938,6.75992,-26.9675,4.56879,-3.75026,1.8355,-1.40492,86.1767,-6.58771,-3.19118,0.404182,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.46753,2.87002,-1.01545,50.005,5.38122,5.9665,-134.729,-4.48056,2.73833,25.0686,-26.8196,121,143,CITI,MLB,NL,20200906-CITI-1,55771741-f4f7-4721-8b55-b0d416691e48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41,2020-09-06,13:37:30,4,2,"deGrom, Jacob",594798,Right,"New York Mets","Walker, Neil",435522,Left,"Philadelphia Phillies",,2,Top,2,0,1,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,93.6135,-1.9261,-2.4524,2547.85,159.327,NULL,5.49563,1.19389,7.05832,-24.9321,5.99252,-4.50876,1.66874,-1.40992,86.8502,-6.59343,-3.30179,0.400243,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.8604,3.7696,-1.04465,50.0057,5.36848,5.97865,-136.283,-5.37117,3.53863,26.9058,-25.0135,121,143,CITI,MLB,NL,20200906-CITI-1,4ebbbdb3-3f6d-4103-a0b8-db9b6bcc4157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,2020-09-06,13:37:45,4,3,"deGrom, Jacob",594798,Right,"New York Mets","Walker, Neil",435522,Left,"Philadelphia Phillies",,2,Top,2,1,1,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,93.5142,-4.19006,-3.59326,1635.02,233.464,NULL,5.48149,0.95457,6.85651,-23.1132,8.01308,13.2994,-0.270629,-1.21694,86.9085,-8.48536,-1.08877,0.401546,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.13988,5.44446,-0.73212,50.0017,5.20335,8.10579,-135.727,-10.6856,-15.384,26.0764,-21.8835,121,143,CITI,MLB,NL,20200906-CITI-1,20fcffd4-cdc7-41d0-b74b-2a9396a55137,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,2020-09-06,13:38:09,4,4,"deGrom, Jacob",594798,Right,"New York Mets","Walker, Neil",435522,Left,"Philadelphia Phillies",,2,Top,2,2,1,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,97.6233,-2.26679,-2.73546,2471.01,216.697,NULL,5.36974,1.24193,7.04718,-11.5202,17.1377,7.43685,2.35013,-0.624661,89.4407,-4.43865,-1.32749,0.385296,92.4034,-19.0041,87.7964,NULL,NULL,NULL,NULL,7.39091,NULL,76.9034,0.0525842,-4.81166,10.0196,-1.08056,50.0041,5.22779,6.54176,-141.99,-6.00139,-9.85731,31.5461,-11.6508,121,143,CITI,MLB,NL,20200906-CITI-1,30aee630-0e70-4601-b48b-b813ceb2b853,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,2020-09-06,13:38:34,4,5,"deGrom, Jacob",594798,Right,"New York Mets","Walker, Neil",435522,Left,"Philadelphia Phillies",,2,Top,2,2,2,Undefined,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,91.4437,-1.3098,-1.38036,2494.04,136.405,NULL,5.56304,1.06745,6.86194,-31.486,0.95295,-7.60363,1.74539,-0.824521,84.7503,-7.21756,-2.81648,0.409926,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.81059,0.859615,-0.976341,50.0045,5.46524,3.44347,-133.222,-4.01281,6.90219,26.5339,-30.6179,121,143,CITI,MLB,NL,20200906-CITI-1,074f54b0-bc1d-4c6a-ade8-1c2a28ede624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,2020-09-06,13:41:01,1,1,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Alonso, Pete",624413,Right,"New York Mets",,2,Bottom,0,0,0,Undefined,Fastball,InPlay,Undefined,Undefined,HomeRun,0,0,statcast,92.3854,-0.45572,-3.20268,2056.95,232.414,NULL,4.87843,1.65038,6.86178,-18.4754,13.2793,14.0788,2.92356,-0.0986425,85.2116,-3.93763,-0.547355,0.405579,103.162,26.1527,-19.9502,2036.49,NULL,NULL,NULL,428.083,NULL,-24.966,5.13529,-8.49138,7.38452,-1.4537,50.0056,4.84086,7.08789,-134.481,-1.64469,-15.7275,26.151,-18.5032,121,143,CITI,MLB,NL,20200906-CITI-1,678d26f0-1de4-4d8e-9d34-2e3c6c3cebbe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,2020-09-06,13:41:57,2,1,"Nola, Aaron",605400,Right,"Philadelphia Phillies","McNeil, Jeff",643446,Left,"New York Mets",,2,Bottom,0,0,0,Undefined,Changeup,InPlay,Undefined,Undefined,Out,0,0,statcast,85.0896,-0.16726,-2.2846,1228.84,263.24,NULL,4.82237,1.80281,6.76162,-33.1228,4.35722,14.4314,1.90954,0.917949,78.6182,-6.40488,0.443645,0.440627,78.7719,2.5557,9.6595,NULL,NULL,NULL,NULL,50.5706,NULL,9.27084,0.456864,-8.48421,2.4335,-1.66067,50.0059,4.79594,4.53249,-123.935,-1.3074,-13.3039,22.9553,-28.3654,121,143,CITI,MLB,NL,20200906-CITI-1,ed8ecae8-12d1-494f-a5a9-a56d5a559b3d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,2020-09-06,13:43:01,3,1,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Ramos, Wilson",467092,Right,"New York Mets",,2,Bottom,1,0,0,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,91.2994,-1.26726,-4.08091,2143.22,234.964,NULL,4.82984,1.8636,6.83737,-24.2539,8.27805,16.5681,1.65311,-0.483325,84.5183,-5.81866,-0.962016,0.410513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-10.045,4.85042,-1.61009,50.0001,4.73722,8.96307,-132.76,-3.68802,-18.164,24.9184,-23.3991,121,143,CITI,MLB,NL,20200906-CITI-1,62098bb0-ba87-463d-a193-545c3b5cdb09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,2020-09-06,13:43:25,3,2,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Ramos, Wilson",467092,Right,"New York Mets",,2,Bottom,1,0,1,Undefined,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,91.1675,-0.12261,-1.9385,2184.46,229.946,NULL,4.82319,1.8119,6.8576,-24.3297,8.50549,15.9439,2.68412,1.37279,83.4938,-4.72771,1.08616,0.412421,61.4067,-44.1269,-115.232,3857.55,NULL,NULL,NULL,3.83784,NULL,-90.9261,0.0446931,-9.27623,4.69995,-1.69619,50.0049,4.80411,4.00856,-132.761,-1.02415,-16.5763,28.1664,-23.7787,121,143,CITI,MLB,NL,20200906-CITI-1,abb21767-5434-4e1d-9706-c8d12d600f58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,2020-09-06,13:43:53,3,3,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Ramos, Wilson",467092,Right,"New York Mets",,2,Bottom,1,0,2,Undefined,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,93.2448,-0.337813,-3.31117,2093.82,235.171,NULL,4.79557,1.77344,7.18272,-17.4186,13.7464,10.1859,3.03834,-0.380695,86.0245,-3.62,-1.39152,0.401795,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.38476,7.60643,-1.58629,50.0021,4.76803,7.53302,-135.723,-1.34742,-12.0486,26.5012,-17.8197,121,143,CITI,MLB,NL,20200906-CITI-1,48b2b156-db05-4d3d-8950-2ace93275ccc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,2020-09-06,13:44:29,4,1,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Gimenez, Andres",665926,Left,"New York Mets",,2,Bottom,2,0,0,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,92.4244,-1.56617,-3.31814,2252.06,230.036,NULL,4.74925,1.78653,7.00951,-18.955,12.8995,15.231,1.74616,0.0365668,85.0799,-5.13511,-0.440715,0.406216,88.1505,26.5398,-52.0164,NULL,NULL,NULL,NULL,283.27,NULL,-66.1278,3.55564,-9.19191,7.48076,-1.59129,50.0012,4.64493,7.32323,-134.448,-4.26824,-16.9542,27.076,-18.374,121,143,CITI,MLB,NL,20200906-CITI-1,96377d79-8758-4146-a35e-05fd48a7a9ca,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
51,2020-09-06,13:45:00,4,2,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Gimenez, Andres",665926,Left,"New York Mets",,2,Bottom,2,0,1,Undefined,Other,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,79.2676,0.332719,-0.510185,2464.42,56.1028,NULL,4.98896,1.72828,7.06801,-55.1676,-11.5726,-14.3433,0.694469,0.0700078,73.2465,-10.0435,-3.23583,0.475215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.72817,-6.45092,-1.69121,50.003,4.98374,1.40573,-115.454,-0.78208,10.3864,22.3886,-40.8449,121,143,CITI,MLB,NL,20200906-CITI-1,b71f52a8-3b30-4a51-b473-2a95ae822a40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52,2020-09-06,13:45:27,4,3,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Gimenez, Andres",665926,Left,"New York Mets",,2,Bottom,2,0,2,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,92.9981,1.15867,-1.10904,2186.82,236.378,NULL,4.88245,1.7061,6.76532,-17.4431,14.0494,12.4038,4.48709,1.72687,85.1025,-2.14706,1.24235,0.403901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.09911,7.38779,-1.63965,50.0027,4.94979,2.23699,-135.467,2.19821,-13.2304,28.828,-18.4063,121,143,CITI,MLB,NL,20200906-CITI-1,34e9934f-a21c-444d-b3fa-881f73cdf5b5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53,2020-09-06,13:45:48,4,4,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Gimenez, Andres",665926,Left,"New York Mets",,2,Bottom,2,1,2,Undefined,Other,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,79.7247,0.293338,-1.36869,2669.12,45.7638,NULL,4.93678,1.70898,6.96821,-55.6492,-12.1457,-14.6781,0.566715,-0.759257,73.0824,-10.2098,-4.16797,0.474716,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.64087,-6.77572,-1.61804,50.0054,4.92952,3.15738,-116.021,-0.866771,10.2675,24.6116,-41.2834,121,143,CITI,MLB,NL,20200906-CITI-1,79e4a891-c8ac-4c37-a6c8-2713fabbd564,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54,2020-09-06,13:47:55,1,1,"deGrom, Jacob",594798,Right,"New York Mets","Haseley, Adam",656514,Left,"Philadelphia Phillies",,3,Top,0,0,0,Undefined,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,89.9664,-1.21932,-1.8563,2582.34,142.154,NULL,5.55756,1.26002,6.8757,-28.5462,4.44573,-5.14562,2.06772,-0.860787,84.6422,-6.53522,-2.81957,0.413405,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.42553,2.67935,-1.14025,50.0038,5.46695,4.40966,-131.193,-3.66855,4.33878,20.9616,-27.3853,121,143,CITI,MLB,NL,20200906-CITI-1,90cde72d-4299-4201-8e93-107d7550e8a5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55,2020-09-06,13:48:09,1,2,"deGrom, Jacob",594798,Right,"New York Mets","Haseley, Adam",656514,Left,"Philadelphia Phillies",,3,Top,0,0,1,Undefined,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,91.7452,-2.61799,-2.86064,1783.27,232.16,NULL,5.45863,1.13826,7.04953,-31.2346,0.819692,14.3974,0.476905,-0.262304,85.8068,-8.43474,-0.152871,0.407488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.51635,1.06354,-0.972663,50.0025,5.28628,6.2254,-133.512,-7.07904,-15.6478,23.96,-30.2187,121,143,CITI,MLB,NL,20200906-CITI-1,d19132d5-8b35-416d-b808-5367afcff5c1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
56,2020-09-06,13:48:26,1,3,"deGrom, Jacob",594798,Right,"New York Mets","Haseley, Adam",656514,Left,"Philadelphia Phillies",,3,Top,0,0,2,Undefined,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,90.7809,-1.76685,-2.04642,1764.75,236.823,NULL,5.46561,1.09087,6.85269,-33.8132,-0.962144,15.4455,1.03692,0.511612,84.4347,-8.09589,0.869269,0.412521,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.95349,-0.0822415,-0.967909,50.0037,5.3373,4.2525,-132.21,-5.11303,-16.0289,25.2297,-32.3253,121,143,CITI,MLB,NL,20200906-CITI-1,2d29816e-6b1a-43ad-8b5b-00d4a21ce174,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57,2020-09-06,13:49:03,2,1,"deGrom, Jacob",594798,Right,"New York Mets","McCutchen, Andrew",457705,Right,"Philadelphia Phillies",,3,Top,1,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,97.5639,-2.44603,-3.73162,2513.29,214.992,NULL,5.39264,1.11981,6.99658,-11.4073,17.1873,7.5232,2.2172,-1.65053,89.8765,-4.58413,-2.31389,0.384869,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.0548,10.0534,-0.894926,50.0019,5.23749,9.00245,-141.801,-6.4414,-10.3917,29.5429,-11.506,121,143,CITI,MLB,NL,20200906-CITI-1,4f4c8f92-7f1e-483b-ba6b-3910d9acfcba,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,2020-09-06,13:49:15,2,2,"deGrom, Jacob",594798,Right,"New York Mets","McCutchen, Andrew",457705,Right,"Philadelphia Phillies",,3,Top,1,1,0,Undefined,Slider,InPlay,Undefined,Undefined,Out,0,0,statcast,92.8505,-1.47655,-1.65581,2592.04,167.26,NULL,5.57203,1.1691,6.93174,-24.8708,6.12116,-1.06905,2.15544,-0.427516,87.1749,-6.11461,-1.8561,0.400679,51.1781,-43.6097,-43.0389,3184.02,NULL,NULL,NULL,3.22488,NULL,-19.7187,0.0412149,0.241166,3.64603,-1.06548,50.0013,5.46831,3.94765,-135.393,-4.27761,0.459144,22.5024,-25.2319,121,143,CITI,MLB,NL,20200906-CITI-1,dc78b43c-0120-46bc-a8c3-6a6464e2aed9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,2020-09-06,13:49:58,3,1,"deGrom, Jacob",594798,Right,"New York Mets","Hoskins, Rhys",656555,Right,"Philadelphia Phillies",,3,Top,2,0,0,Undefined,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,99.2381,-1.87187,-2.85572,2530.54,219.002,NULL,5.34749,1.28308,7.03223,-12.6758,14.5895,6.87904,2.59024,-0.740211,92.5124,-4.24181,-1.56537,0.375817,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.36892,8.3803,-1.11354,50.0046,5.22826,6.97794,-144.529,-5.15527,-9.44907,26.6836,-14.0541,121,143,CITI,MLB,NL,20200906-CITI-1,0081afd1-944f-4afe-ae77-0f9575c1bfae,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,2020-09-06,13:50:19,3,2,"deGrom, Jacob",594798,Right,"New York Mets","Hoskins, Rhys",656555,Right,"Philadelphia Phillies",,3,Top,2,0,1,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,99.7077,-2.47812,-1.75944,2463.38,208.257,NULL,5.41615,1.14217,7.08028,-10.1741,16.9789,5.56936,2.31786,0.00879203,92.3858,-4.38709,-0.710262,0.375042,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.45713,9.8724,-1.03986,50.0053,5.26361,4.27299,-145.204,-6.62893,-7.4952,29.1715,-10.7772,121,143,CITI,MLB,NL,20200906-CITI-1,c4aaa3c1-7e79-44f4-9421-0ec3a5eb2a1a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,2020-09-06,13:50:47,3,3,"deGrom, Jacob",594798,Right,"New York Mets","Hoskins, Rhys",656555,Right,"Philadelphia Phillies",,3,Top,2,0,2,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,100.819,-1.78594,-3.22186,2496.26,211.931,NULL,5.44077,1.13698,6.83979,-12.6639,13.9223,7.34212,2.75652,-1.19216,93.3979,-4.16037,-1.84108,0.371107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.76547,8.04569,-0.934752,50.0064,5.32072,8.00995,-146.729,-5.01182,-10.5554,29.6686,-14.3613,121,143,CITI,MLB,NL,20200906-CITI-1,5bd61e87-36c7-4618-ad09-9004efb9fe05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,2020-09-06,13:51:05,3,4,"deGrom, Jacob",594798,Right,"New York Mets","Hoskins, Rhys",656555,Right,"Philadelphia Phillies",,3,Top,2,1,2,Undefined,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,92.6041,-2.34319,-1.44466,2659.18,165.262,NULL,5.5412,1.01527,6.80735,-27.238,4.10307,-2.36858,1.13245,-0.50046,86.6877,-7.42077,-1.88975,0.402929,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.972035,2.76548,-0.921039,50.0008,5.37719,3.47716,-134.93,-6.37714,1.82718,23.9602,-26.9726,121,143,CITI,MLB,NL,20200906-CITI-1,f48dcfe6-8f6a-47e1-adf7-4ce7e038c782,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,2020-09-06,13:53:42,1,1,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Nimmo, Brandon",607043,Left,"New York Mets",,3,Bottom,0,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,91.6477,0.353989,-1.43535,2038.75,228.015,NULL,4.87236,1.72218,6.73657,-20.331,12.0201,12.4302,3.50161,1.44632,84.1592,-3.49122,0.91806,0.40937,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.18741,6.49022,-1.63376,50.0018,4.88607,2.96426,-133.529,0.201161,-13.0468,27.3183,-20.3898,121,143,CITI,MLB,NL,20200906-CITI-1,cad3d499-3c24-4e6f-b7d7-c71f12699b2a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,2020-09-06,13:54:04,1,2,"Nola, Aaron",605400,Right,"Philadelphia Phillies","Nimmo, Brandon",607043,Left,"New York Mets",,3,Bottom,0,1,0,Undefined,Other,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,78.0701,2.42437,0.427368,2297.16,55.1355,NULL,5.01491,1.6768,6.18319,-54.6108,-9.68283,-13.9974,2.70382,0.904964,71.7513,-7.89616,-2.23157,0.482425,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.80442,-6.00751,-1.70242,50.0009,5.172,-0.484116,-113.627,3.39296,10.1822,21.2237,-40.0073,121,143,CITI,MLB,NL,20200906-CITI-1,90008106-e771-408e-a5a7-41a825ccef1d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
