pitchid,date,time,pa_number,pa_pitch_number,pitcher,pitcherid,throws,field_team,batter,batterid,batside,bat_team,pitcher_set,inning,inning_half,outs,balls,strikes,pitch_type_tagged,pitch_type_auto,pitch_call,k_or_bb,hit_type,play_result,outs_on_play,runs_scored,notes,rel_speed,vert_rel_angle,horz_rel_angle,spin_rate,spin_axis,tilt,rel_height,rel_side,extension,vert_break,induced_vert_break,horz_break,plate_loc_z,plate_loc_x,zone_speed,vert_appr_angle,horz_appr_angle,zone_time,exit_speed,angle,direction,hit_spin_rate,pos_at_100_x,pos_at_100_y,pos_at_100_z,distance,last_tracked_distance,bearing,hang_time,pfx_x,pfx_z,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,home_team,away_team,stadium,levelid,leagueid,trackman_gameid,pitch_uid,effective_velo,max_height,measured_duration,speed_drop,pitch_last_measured_x,pitch_last_measured_y,pitch_last_measured_z,contact_position_x,contact_position_y,contact_position_z
231,2020-09-06,15:46:43,5,6,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Ramos, Wilson",467092,Right,"New York Mets",,7,Bottom,1,1,2,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,84.7179,-1.59385,-3.78024,2457.06,67.8627,NULL,5.50922,3.19007,5.89918,-37.2933,0.37238,-10.247,0.921803,-1.1778,79.5115,-8.50991,-5.69703,0.441718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.72247,0.592716,-2.8813,50.0009,5.36336,8.43571,-123.24,-4.50133,7.38048,20.7628,-31.2439,121,143,CITI,MLB,NL,20200906-CITI-1,0ca61d41-afc8-4e39-8965-42e64434f7c0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
232,2020-09-06,15:47:14,5,7,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Ramos, Wilson",467092,Right,"New York Mets",,7,Bottom,1,2,2,Undefined,Sinker,StrikeCalled,Strikeout,Undefined,Undefined,0,0,statcast,93.1249,-2.1677,-4.94146,2017.46,225.948,NULL,5.53486,2.9158,6.14046,-18.1136,13.3142,10.9451,2.02141,-0.749552,85.9703,-5.55566,-2.88449,0.403486,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.20453,7.87012,-2.54459,50.0061,5.36094,11.3453,-135.174,-5.69833,-13.4855,26.3695,-17.4501,121,143,CITI,MLB,NL,20200906-CITI-1,b25f3e47-c778-479f-8a6e-f1720d6cb605,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
233,2020-09-06,15:47:57,6,1,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Gimenez, Andres",665926,Left,"New York Mets",,7,Bottom,2,0,0,Undefined,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,93.0618,-0.703348,-3.99167,2050.45,240.122,NULL,5.4098,3.17364,5.87617,-18.1019,13.4213,11.3489,3.24821,0.406372,85.332,-4.12085,-1.84806,0.404098,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.27372,7.54857,-2.85632,50.0006,5.34447,9.08796,-135.291,-2.227,-13.5485,28.1717,-18.1097,121,143,CITI,MLB,NL,20200906-CITI-1,31e1895b-0d85-42b0-bd19-9b4fb629514c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
234,2020-09-06,15:48:21,6,2,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Gimenez, Andres",665926,Left,"New York Mets",,7,Bottom,2,0,1,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,85.1886,0.139376,-2.52086,1836.77,261.121,NULL,5.35965,3.08224,5.87797,-31.0719,6.65993,15.6399,2.89996,2.04306,77.8903,-5.74599,0.44963,0.442105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-9.2979,3.61661,-2.88616,50.0038,5.3565,5.01527,-123.983,-0.578604,-14.4476,25.2437,-26.5578,121,143,CITI,MLB,NL,20200906-CITI-1,c923b514-ae9e-408e-bfd2-ad6ade1766bb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
235,2020-09-06,15:48:45,6,3,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Gimenez, Andres",665926,Left,"New York Mets",,7,Bottom,2,1,1,Undefined,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,86.2742,-0.556213,-5.20265,1903.62,269.38,NULL,5.35817,3.05337,5.8556,-30.4642,6.38046,12.842,2.30293,-0.723274,79.2066,-6.29444,-2.78102,0.436877,14.6291,30.6859,-125.472,NULL,NULL,NULL,NULL,0.539193,NULL,141.358,0.121623,-8.43442,3.6577,-2.63656,50.0012,5.29874,11.0313,-125.204,-2.09526,-13.4387,24.4346,-26.3421,121,143,CITI,MLB,NL,20200906-CITI-1,ab0c6efa-712b-4638-9da7-cef7ea3b6cee,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
236,2020-09-06,15:49:46,6,4,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Gimenez, Andres",665926,Left,"New York Mets",,7,Bottom,2,1,2,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,85.3885,0.0818643,-2.55445,1993.15,264.571,NULL,5.41754,3.04723,5.82706,-32.4621,4.71995,17.5937,2.78872,2.13728,78.9469,-6.03001,0.768757,0.438872,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-10.2685,2.56513,-2.84722,50.006,5.40909,5.04336,-124.358,-0.753293,-16.2384,22.7266,-28.1231,121,143,CITI,MLB,NL,20200906-CITI-1,b429b163-68ce-4cc2-b6ab-f3da7cbac91b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
237,2020-09-06,15:50:08,6,5,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Gimenez, Andres",665926,Left,"New York Mets",,7,Bottom,2,2,2,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,92.7724,0.885247,-2.75135,1937.2,214.596,NULL,5.46586,3.04884,5.76536,-19.7126,11.7351,10.1879,4.64724,1.3353,85.5695,-2.83429,-0.830357,0.403614,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.24526,6.19476,-2.82607,50.0003,5.52991,6.17436,-135.095,1.47435,-11.6796,26.1584,-20.5839,121,143,CITI,MLB,NL,20200906-CITI-1,b27fdbe1-681b-41f9-804a-1d069b5d44f3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
238,2020-09-06,15:50:33,6,6,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Gimenez, Andres",665926,Left,"New York Mets",,7,Bottom,2,3,2,Undefined,Changeup,InPlay,Undefined,Undefined,Out,0,0,statcast,87.0104,-0.484916,-4.17619,2118.2,251.388,NULL,5.40822,3.03835,5.70934,-31.2939,4.68956,18.435,2.34902,0.677209,80.2354,-6.37544,-0.69663,0.431741,60.6538,-74.7755,61.359,5985.88,NULL,NULL,NULL,2.79019,NULL,-1.61534,0.0199458,-11.1624,2.703,-2.69743,50.005,5.35316,8.69893,-126.492,-1.9849,-18.2312,23.9257,-27.7651,121,143,CITI,MLB,NL,20200906-CITI-1,325bcf2d-c3f3-4bb8-8cf4-22fedfaba751,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
239,2020-09-06,15:53:13,1,1,"Brach, Brad",542960,Right,"New York Mets","Haseley, Adam",656514,Left,"Philadelphia Phillies",,8,Top,0,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,89.8816,-1.46436,-3.90664,2137.76,222.45,NULL,5.98441,3.49139,5.49511,-19.8755,13.8521,7.73783,2.95858,0.476529,82.7548,-5.20189,-2.44742,0.417988,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.24142,7.98555,-3.15344,50.0048,5.84732,8.69051,-130.668,-3.94493,-9.13154,25.6308,-18.2674,121,143,CITI,MLB,NL,20200906-CITI-1,4044ed3e-d321-4c0c-a4e4-e9020ce004ed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
240,2020-09-06,15:53:30,1,2,"Brach, Brad",542960,Right,"New York Mets","Haseley, Adam",656514,Left,"Philadelphia Phillies",,8,Top,0,0,1,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,82.6753,-2.34371,-4.3542,1854.01,243.852,NULL,5.97872,3.55592,5.14361,-40.1142,0.136359,12.6497,0.429693,0.502461,76.2339,-9.8532,-1.959,0.456623,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.16579,0.77886,-3.15381,50.004,5.74184,8.78988,-120,-6.02449,-11.8974,23.4544,-31.0424,121,143,CITI,MLB,NL,20200906-CITI-1,f764e1d6-8a1d-42cd-9a56-091232bfde28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
241,2020-09-06,15:53:48,1,3,"Brach, Brad",542960,Right,"New York Mets","Haseley, Adam",656514,Left,"Philadelphia Phillies",,8,Top,0,1,1,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,81.3062,-0.557643,-1.91061,2494.89,114.978,NULL,5.84064,3.68239,5.11866,-40.5844,-0.237258,-6.50663,1.93513,1.34025,76.8707,-8.09688,-3.12759,0.45717,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.1617,-0.015106,-3.50014,50.0032,5.77049,4.13643,-118.589,-2.28027,4.62485,16.8944,-32.1959,121,143,CITI,MLB,NL,20200906-CITI-1,8e230a13-2ad5-430c-94e8-7aa4c65df311,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
242,2020-09-06,15:54:04,1,4,"Brach, Brad",542960,Right,"New York Mets","Haseley, Adam",656514,Left,"Philadelphia Phillies",,8,Top,0,2,1,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,90.301,-1.78967,-2.48429,2181.81,212.422,NULL,5.85816,3.62233,5.59175,-19.5714,13.5501,7.63489,2.55607,1.93757,83.7736,-5.46055,-1.04648,0.414216,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.75964,7.84185,-3.41313,50.0055,5.69585,5.47278,-131.498,-4.70794,-8.45963,24.0513,-18.2415,121,143,CITI,MLB,NL,20200906-CITI-1,b34da3c7-d6f1-4c46-8c3d-f17a5a34e7c6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
243,2020-09-06,15:54:20,1,5,"Brach, Brad",542960,Right,"New York Mets","Haseley, Adam",656514,Left,"Philadelphia Phillies",,8,Top,0,3,1,Undefined,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,statcast,90.4368,-1.30597,-2.07053,2130.13,212.875,NULL,5.95409,3.49287,5.38744,-19.7586,13.3112,6.85059,3.08393,2.12231,83.6634,-5.02166,-0.778156,0.413892,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.25237,7.60799,-3.31131,50.0054,5.82872,4.5543,-131.741,-3.60656,-7.56463,24.875,-18.6466,121,143,CITI,MLB,NL,20200906-CITI-1,1150ee99-a550-49a1-b14c-78199a26c585,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
244,2020-09-06,15:54:54,2,1,"Brach, Brad",542960,Right,"New York Mets","McCutchen, Andrew",457705,Right,"Philadelphia Phillies",,8,Top,0,0,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,91.7455,-0.660149,-2.59948,2142.32,213.45,NULL,5.85598,3.38884,5.76505,-17.3667,14.8794,9.28055,3.79455,1.74137,84.4534,-3.93682,-0.846354,0.408705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.74113,8.32048,-3.17843,50.0058,5.79339,5.77964,-133.593,-2.07511,-10.465,26.5554,-17.0142,121,143,CITI,MLB,NL,20200906-CITI-1,b1d063e0-de18-4491-baf6-4a0a19ddd358,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
245,2020-09-06,15:55:25,2,2,"Brach, Brad",542960,Right,"New York Mets","McCutchen, Andrew",457705,Right,"Philadelphia Phillies",,8,Top,0,1,0,Undefined,Sinker,InPlay,Undefined,Undefined,Out,0,0,statcast,91.0181,-2.21328,-3.91577,2103.06,220.18,NULL,5.90076,3.22385,5.79547,-18.327,14.5602,9.52598,2.31412,0.37001,83.8932,-5.65175,-2.11983,0.412748,98.6716,44.5165,-26.5128,4052.32,NULL,NULL,NULL,340.991,NULL,-30.9478,6.36893,-6.21046,8.56428,-2.90629,50.0004,5.71002,8.76371,-132.273,-5.6809,-11.0969,25.9743,-16.8677,121,143,CITI,MLB,NL,20200906-CITI-1,e82f951e-d7f4-4857-82ea-36e954b3b7a9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
246,2020-09-06,15:56:09,3,1,"Brach, Brad",542960,Right,"New York Mets","Hoskins, Rhys",656555,Right,"Philadelphia Phillies",,8,Top,1,0,0,Undefined,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,88.2838,-1.78188,-3.22626,2310.54,195.619,NULL,5.88051,3.34259,5.70725,-24.5047,10.0264,-3.95395,2.17819,0.00439424,82.5756,-6.34559,-3.96674,0.422938,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.44572,5.88605,-3.07081,50.0039,5.71988,7.36276,-128.522,-4.73616,2.46641,21.5983,-22.1298,121,143,CITI,MLB,NL,20200906-CITI-1,a9b6cab1-8555-487a-bd0f-edc13e6ef824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
247,2020-09-06,15:56:29,3,2,"Brach, Brad",542960,Right,"New York Mets","Hoskins, Rhys",656555,Right,"Philadelphia Phillies",,8,Top,1,0,1,Undefined,Changeup,InPlay,Undefined,Undefined,Out,0,0,statcast,85.6435,-0.834268,-4.62864,1714.8,242.279,NULL,5.67883,3.51971,5.75795,-35.8167,1.2721,10.4791,1.91792,0.0755133,79.4217,-7.54383,-2.65779,0.438322,98.0892,-7.3417,-18.1029,2049.87,NULL,NULL,NULL,15.1255,NULL,-16.7793,0.0999449,-6.87935,0.918602,-3.14082,50.002,5.59294,9.77415,-124.444,-2.84612,-10.9067,22.4376,-30.7166,121,143,CITI,MLB,NL,20200906-CITI-1,58dce28f-2ee7-42df-b408-114902e18626,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
248,2020-09-06,15:58:59,1,1,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Nimmo, Brandon",607043,Left,"New York Mets",,8,Bottom,0,0,0,Undefined,Sinker,InPlay,Undefined,Undefined,Single,0,0,statcast,93.0397,-1.08131,-4.44902,1912.67,220.243,NULL,5.54131,3.10578,5.77349,-19.5868,11.91,9.84056,2.90301,-0.22217,85.607,-4.76659,-2.59514,0.403929,87.0543,-3.72487,-15.1877,2257.31,NULL,NULL,NULL,26.5557,NULL,-15.4365,0.221863,-6.52625,6.81973,-2.74288,50.0038,5.44283,10.2124,-135.191,-3.16808,-12.1757,27.3031,-19.4544,121,143,CITI,MLB,NL,20200906-CITI-1,52297ecf-b146-4651-be11-2610f3049f44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
249,2020-09-06,15:59:46,2,1,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Conforto, Michael",624424,Left,"New York Mets",,8,Bottom,0,0,0,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,85.9693,0.654195,-2.86489,1893.81,260.607,NULL,5.43687,3.10906,5.82246,-30.9381,5.95266,15.5578,3.46711,1.74,78.9168,-5.19542,0.0810625,0.43715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-9.29198,3.08343,-2.88241,50.0042,5.47594,5.81456,-125.12,0.541562,-14.7882,24.3705,-27.269,121,143,CITI,MLB,NL,20200906-CITI-1,49643a05-134b-473b-aa59-4ffc317ab590,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
250,2020-09-06,16:00:06,2,2,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Conforto, Michael",624424,Left,"New York Mets",,8,Bottom,0,1,0,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,93.1423,-0.664377,-4.44335,1904.43,218.159,NULL,5.42436,3.07588,5.87454,-20.1744,11.3262,9.32914,3.12628,-0.28139,85.4584,-4.469,-2.68336,0.403953,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.28537,6.39229,-2.72085,50.0006,5.36116,10.226,-135.332,-2.2009,-11.7161,28.1423,-20.2557,121,143,CITI,MLB,NL,20200906-CITI-1,c37fc647-a62c-4f83-9bf6-8bc46e0f6be0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
251,2020-09-06,16:00:28,2,3,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Conforto, Michael",624424,Left,"New York Mets",,8,Bottom,0,1,1,Undefined,Changeup,InPlay,Undefined,Undefined,Single,0,0,statcast,85.1009,-0.804505,-3.93492,2977.54,330.728,NULL,5.29667,3.02794,5.85309,-34.7523,3.00626,15.8234,1.65341,0.684944,78.3063,-7.34946,-0.941179,0.442262,93.2539,9.76102,1.38951,NULL,NULL,NULL,NULL,158.916,NULL,3.15498,1.36409,-9.73721,1.87485,-2.71572,50.0008,5.21512,8.06026,-123.708,-2.72694,-15.1343,24.0079,-29.2566,121,143,CITI,MLB,NL,20200906-CITI-1,57aba36d-205b-47d0-b9e9-d0366bf995b0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
252,2020-09-06,16:01:12,3,1,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Rosario, Amed",642708,Right,"New York Mets",,8,Bottom,0,0,0,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,80.4914,2.12748,-1.89126,2148.97,54.8707,NULL,5.64494,2.9572,5.75543,-42.3851,-0.348528,-8.66323,4.09435,0.474439,74.1918,-5.86929,-3.52834,0.466644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.24687,-0.759975,-2.79663,50.0032,5.80156,4.10209,-117.164,3.21334,5.93209,21.1496,-33.237,121,143,CITI,MLB,NL,20200906-CITI-1,f63fbb34-4706-400a-859b-684265b52232,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253,2020-09-06,16:01:31,3,2,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Rosario, Amed",642708,Right,"New York Mets",,8,Bottom,0,1,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,93.8052,-2.842,-6.52798,1895.39,241.367,NULL,5.40046,3.02738,5.97161,-19.5318,11.7856,12.1623,1.13609,-2.03684,86.1871,-6.47545,-4.2464,0.402777,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.36625,7.31209,-2.51533,50.0037,5.16531,15.1453,-135.671,-7.38223,-15.6957,27.9666,-18.4579,121,143,CITI,MLB,NL,20200906-CITI-1,244de0fe-0992-468b-91b9-863e8dfccd7f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
254,2020-09-06,16:01:53,3,3,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Rosario, Amed",642708,Right,"New York Mets",,8,Bottom,0,2,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,93.1737,-2.01701,-5.95137,1913.01,244.212,NULL,5.34214,3.00912,5.9877,-19.2779,12.4413,12.4839,1.86569,-1.48572,85.3081,-5.63115,-3.6017,0.405352,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.44949,7.43266,-2.54492,50.0033,5.17352,13.6829,-134.963,-5.37204,-15.6361,28.5311,-18.422,121,143,CITI,MLB,NL,20200906-CITI-1,02155705-9360-4f50-9374-75fb7e1b5507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
255,2020-09-06,16:02:17,3,4,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Rosario, Amed",642708,Right,"New York Mets",,8,Bottom,0,3,0,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,93.1122,-2.48292,-4.66565,1894.78,229.56,NULL,5.4963,3.06484,5.85675,-18.1592,13.6118,12.4922,1.67504,-0.238158,85.0048,-5.89923,-2.30167,0.405683,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.17077,8.21845,-2.69173,50.0004,5.28592,10.6379,-135.076,-6.43483,-15.0792,29.7545,-17.0025,121,143,CITI,MLB,NL,20200906-CITI-1,4519f54d-788b-4cda-a40a-c06232edd702,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
256,2020-09-06,16:02:36,3,5,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Rosario, Amed",642708,Right,"New York Mets",,8,Bottom,0,3,1,Undefined,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,statcast,92.5428,-1.61706,-5.18194,2002.93,227.866,NULL,5.45341,2.97516,5.98203,-22.3466,9.59189,11.2248,2.09208,-0.905459,85.1685,-5.80967,-3.06979,0.406751,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.48084,5.70986,-2.57106,50.0041,5.31501,11.8317,-134.289,-4.49502,-13.7651,27.11,-21.6695,121,143,CITI,MLB,NL,20200906-CITI-1,eecb7d43-a5ca-4df2-9456-b093c71a8a65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
257,2020-09-06,16:03:45,4,1,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Smith, Dominic",642086,Left,"New York Mets",,8,Bottom,0,0,0,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,84.7384,0.0454188,-2.27596,1888.53,255.617,NULL,5.40738,3.0145,5.70436,-32.6541,5.55246,16.1191,2.72891,2.23604,77.3708,-6.14341,0.789729,0.444877,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-9.51519,3.03204,-2.83129,50.0001,5.39623,4.44827,-123.331,-0.820639,-14.5897,25.5579,-27.5189,121,143,CITI,MLB,NL,20200906-CITI-1,b5b5abf5-caa4-4adf-9cd7-968a09d139d1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
258,2020-09-06,16:04:04,4,2,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Smith, Dominic",642086,Left,"New York Mets",,8,Bottom,0,1,0,Undefined,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,85.7275,-0.660609,-4.56636,1886.26,255.857,NULL,5.32174,3.01332,5.78641,-34.9533,1.9666,15.7892,1.79476,0.0723642,79.5931,-7.20999,-1.59735,0.437322,50.5552,-45.1166,-157.844,NULL,NULL,NULL,NULL,1.37328,NULL,-39.116,0.024909,-9.72801,1.25042,-2.64461,50.0048,5.25098,9.49636,-124.603,-2.44849,-15.5059,21.8552,-30.1871,121,143,CITI,MLB,NL,20200906-CITI-1,5580dc6e-1434-4026-83d6-941387ada5e2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
259,2020-09-06,16:04:34,4,3,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Smith, Dominic",642086,Left,"New York Mets",,8,Bottom,0,1,1,Undefined,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,92.3919,-1.73195,-5.29999,1861.02,243.797,NULL,5.39414,2.8953,5.90915,-23.7311,8.21054,12.6533,1.80872,-0.983281,85.3806,-6.173,-2.9236,0.406771,101.994,10.6011,58.2559,NULL,NULL,NULL,NULL,174.397,NULL,66.4394,1.42728,-8.22422,4.96483,-2.47586,50.0054,5.2438,12.0456,-134.071,-4.80366,-15.1467,25.888,-23.035,121,143,CITI,MLB,NL,20200906-CITI-1,f615343c-7fc1-4e97-88f7-5fc3c42477d9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
260,2020-09-06,16:05:03,4,4,"Llovera, Mauricio",661440,Right,"Philadelphia Phillies","Smith, Dominic",642086,Left,"New York Mets",,8,Bottom,0,1,2,Undefined,Changeup,InPlay,Undefined,Undefined,Double,0,0,statcast,85.6138,-0.766035,-4.68209,1834.04,260.522,NULL,5.35085,3.03892,5.77854,-30.5478,6.73143,15.5506,2.09273,-0.0311134,78.8096,-6.51502,-1.74826,0.439445,101.315,12.7199,27.9753,2671.79,NULL,NULL,NULL,209.696,NULL,35.853,1.79348,-9.74146,3.90513,-2.65976,50.004,5.27343,9.74017,-124.356,-2.54099,-15.3492,23.5507,-26.0242,121,143,CITI,MLB,NL,20200906-CITI-1,bd915d44-669c-4bc3-bf12-25a5e0dcda25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
261,2020-09-06,16:08:22,5,1,"Parker, Blake",453284,Right,"Philadelphia Phillies","Guillorme, Luis",641645,Left,"New York Mets",,8,Bottom,0,0,0,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,90.837,-2.48005,-0.302709,2102.79,204.102,NULL,6.35831,0.410096,6.84636,-14.5902,18.3626,-1.4223,2.88005,0.0155946,83.5989,-5.22865,-0.571932,0.413159,71.2297,37.6878,-149.589,NULL,NULL,NULL,NULL,188.276,NULL,-154.791,2.88221,0.700271,10.7049,-0.390134,50.0012,6.19329,0.742097,-132.271,-6.17286,1.24793,26.6373,-13.0911,121,143,CITI,MLB,NL,20200906-CITI-1,453ba218-419d-416c-8642-b5ca09d5954e,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
262,2020-09-06,16:08:48,5,2,"Parker, Blake",453284,Right,"Philadelphia Phillies","Guillorme, Luis",641645,Left,"New York Mets",,8,Bottom,0,0,1,Undefined,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,80.4101,-2.05145,-2.18832,983.108,282.167,NULL,6.27356,0.435189,6.88042,-39.4014,2.72775,6.26891,1.12045,-1.03729,74.6024,-9.4262,-1.00197,0.467157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.01289,2.04125,-0.299824,50.0007,6.12549,4.30344,-117.031,-5.25402,-5.59306,21.0854,-29.3226,121,143,CITI,MLB,NL,20200906-CITI-1,4befc854-5116-4af7-afdd-a56cfd1a055b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
